Country,Code,Year,gdpPerCap,literacy,popDensity,under_slum,below_poverty,Import,Export,Corruption,GovEff,PolSta,adult_mortality,Male,Female
Colombia,COL,1987,1165.98254637913,NA,28.1166408292023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Comoros,COM,1987,896.116517060667,NA,202.393330277749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cabo Verde,CPV,1987,732.567835461914,NA,79.6861042183623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,CRI,1987,1571.29503296922,NA,56.4992361927145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean small states,CSS,1987,2583.01461382764,NA,14.5605211806842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,CUB,1987,2451.13347591453,NA,95.7787988826816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,CYP,1987,6690.57797489323,NA,78.2874458874459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,DEU,1987,16677.5107867621,NA,222.953971300089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominica,DMA,1987,2113.92715186721,NA,95.7893333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,DNK,1987,21340.7278625524,NA,120.948903043171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,DOM,1987,865.831368523135,NA,139.307244876837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1987,2807.33029744222,49.6308784484863,9.98189726838362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (excluding high income),EAP,1987,337.999649375164,74.8802108764648,95.8520536722135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Early-demographic dividend,EAR,1987,756.198945953365,56.3762016296387,57.102066797144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific,EAS,1987,2079.67051767547,75.9639205932617,71.2732779236108,NA,86.5,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia,ECS,1987,7788.80359189495,NA,30.2731678959299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecuador,ECU,1987,1464.4932435055,NA,34.3966189856957,NA,32.4,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt, Arab Rep.",EGY,1987,778.116827370027,NA,52.2293435129841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euro area,EMU,1987,13532.2957760015,NA,116.229321052974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,ESP,1987,8239.6138155813,NA,77.4563811468845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,1987,242.961585155827,NA,43.329231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,EUU,1987,11432.2272066077,NA,112.362559290731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,FIN,1987,18571.0599253579,NA,16.1926622673102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,FJI,1987,1631.94227624764,NA,39.5064586754242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,FRA,1987,16302.4414011249,NA,104.649779871006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronesia, Fed. Sts.",FSM,1987,1296.96929283499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,1987,3755.48800751792,NA,3.39141925718943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,1987,13118.586534629,NA,234.787128508246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghana,GHA,1987,374.470341506465,NA,59.5588511909994,NA,75.6,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,GIN,1987,351.908866529632,NA,23.6094986163112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The",GMB,1987,265.487819500556,NA,82.1168972332016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,1987,190.452588551436,NA,32.4592460881935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,1987,243.734931307381,NA,13.6535115864528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,1987,6564.88450260813,NA,77.5841349883631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,GRD,1987,2162.29101763576,NA,292.458823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greenland,GRL,1987,14554.3875384826,NA,0.158326016973954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,1987,820.038346551519,NA,80.6187756625607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,1987,468.140185120002,NA,3.84784353568707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
High income,HIC,1987,14569.8035880283,NA,28.0255202647878,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"Hong Kong SAR, China",HKG,1987,9071.33260211718,NA,5636.86868686869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Honduras,HND,1987,1362.88630202473,NA,40.5953525784252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heavily indebted poor countries (HIPC),HPC,1987,420.989535240732,44.6197891235352,18.7074768464273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,HTI,1987,309.303396535657,NA,240.157619738752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IBRD only,IBD,1987,825.29592306069,70.3549575805664,47.3803538148538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDA & IBRD total,IBT,1987,746.265035526597,66.5050277709961,43.5006522129072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IDA total,IDA,1987,417.52765228745,47.171760559082,32.260997702515,NA,76.9,NA,NA,NA,NA,NA,NA,NA,NA
IDA blend,IDB,1987,528.173475024647,51.0296592712402,43.8594714396051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,IDN,1987,442.215467300766,NA,94.7811914527178,NA,92.7,NA,NA,NA,NA,NA,NA,NA,NA
IDA only,IDX,1987,359.329983619108,45.1693115234375,28.4262755658562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,1987,340.41683161231,NA,275.691127038635,NA,82.8,NA,NA,NA,NA,NA,NA,NA,NA
Ireland,IRL,1987,9593.38829452966,NA,51.3870953694295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iran, Islamic Rep.",IRN,1987,2617.70064033503,NA,31.4311390260075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,1987,3482.16759803903,NA,37.1700619612685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iceland,ISL,1987,22486.9384073798,NA,2.45245885286783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,1987,9375.89360029887,NA,201.894639556377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,ITA,1987,14234.7286486045,NA,192.451569140798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaica,JAM,1987,1383.76578179525,NA,219.334533702678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan,JOR,1987,2157.10062652136,NA,35.4917951042611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,JPN,1987,20745.2520919399,NA,334.862863411958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,KEN,1987,372.779851249062,NA,37.5691604877535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kiribati,KIR,1987,499.773053056607,NA,83.0222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Kitts and Nevis,KNA,1987,3600.02858929688,NA,157.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,1987,3510.99001977434,NA,431.491706406801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,1987,11535.2161867944,NA,108.805218855219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & Caribbean (excluding high income),LAC,1987,1889.62003119933,81.4041519165039,20.6829946684626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lao PDR,LAO,1987,278.393227986057,NA,16.9217071057192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Lucia,LCA,1987,2566.84663831772,NA,214.518032786885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & Caribbean,LCN,1987,1958.62559247311,83.1358795166016,20.8088817615792,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA
Least developed countries: UN classification,LDC,1987,313.612090107271,43.4227104187012,26.2957911727268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,LIE,1987,37821.7245981781,NA,173.98125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,1987,401.477192409905,NA,265.411449529581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lower middle income,LMC,1987,460.93323613751,55.9626312255859,86.8771444198547,NA,76.4,NA,NA,NA,NA,NA,NA,NA,NA
Low & middle income,LMY,1987,725.593630492043,66.0426406860352,43.6849045338196,NA,68.4,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,LSO,1987,252.30291059241,NA,52.5821475625823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Late-demographic dividend,LTE,1987,937.052456497916,77.857421875,39.7291315990422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luxembourg,LUX,1987,23234.566578981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macao SAR, China",MAC,1987,6299.06863670173,NA,15409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,MAR,1987,920.591567276249,NA,52.5369751288371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,MCO,1987,63051.8237539959,NA,14584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,MDG,1987,240.955452416246,NA,18.3095814561337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maldives,MDV,1987,695.810333930411,NA,676.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa,MEA,1987,1774.04366059566,53.401741027832,20.6275938583122,NA,30.8,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,MEX,1987,1862.88620439437,NA,40.741830293989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshall Islands,MHL,1987,1493.44367249188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle income,MIC,1987,762.282592828335,67.5320587158203,47.372772532062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mali,MLI,1987,259.311949059696,NA,6.60734721641712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malta,MLT,1987,5083.6691392063,NA,1076.515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,MNG,1987,1485.53889553366,NA,1.30882875460233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,MRT,1987,484.008141902163,NA,1.82377316386922,NA,65.7,NA,NA,NA,NA,NA,NA,NA,NA
Mauritius,MUS,1987,1815.35140483779,NA,510.385221674877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,MWI,1987,145.322799488851,48.5366516113281,86.3507212558337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,MYS,1987,1947.80871003652,NA,50.2876274539644,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA
North America,NAC,1987,19672.4594369746,NA,14.72637154182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,NAM,1987,1784.56962120792,NA,1.56299359885338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Caledonia,NCL,1987,9271.7354036501,NA,8.7800875273523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,1987,304.683202282421,NA,5.78585537222705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1987,598.264841746595,NA,96.674277808887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NIC,1987,985.048032859689,NA,32.4885408010637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1987,16709.5596773838,NA,434.390906398104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,NOR,1987,22505.8977117052,NA,11.4633099492783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,NPL,1987,167.799982645133,NA,123.242608391608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZL,1987,12330.9168305483,NA,12.4355322623524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OECD members,OED,1987,13496.9486255863,NA,30.3554241211586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,OMN,1987,4822.12575688714,NA,5.23380613893376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other small states,OSS,1987,2392.26570437496,72.2578277587891,7.93444058652056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,1987,339.332267583955,NA,127.498125518888,NA,87.9,NA,NA,NA,NA,NA,NA,NA,NA
Panama,PAN,1987,2945.16297539883,NA,31.1846112456282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,PER,1987,1000.53236896773,NA,16.16506484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,PHL,1987,579.701531514598,NA,192.050964215045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Papua New Guinea,PNG,1987,732.394220262818,NA,9.47878593825907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pre-demographic dividend,PRE,1987,324.920751889598,49.8945693969727,21.4662130370707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puerto Rico,PRI,1987,6980.49014338219,NA,388.032694475761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,PRT,1987,4803.86602452833,NA,109.617825136612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraguay,PRY,1987,1020.37927664161,NA,9.7954543166373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pacific island small states,PSS,1987,1260.32159184335,NA,25.9448138720967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Post-demographic dividend,PST,1987,14689.1161712204,NA,30.1012311839952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,PYF,1987,13630.3174355212,NA,50.9792349726776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,QAT,1987,12901.7043343062,NA,36.3607235142119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,ROU,1987,1673.83836389995,NA,99.6328470955978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rwanda,RWA,1987,318.206406294038,NA,274.827036886907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Asia,SAS,1987,329.018438891321,43.2177085876465,221.808699055641,NA,82.9,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,1987,5932.28664478082,NA,6.71988565793207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,SDN,1987,849.612116941326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,SEN,1987,928.099777825133,NA,35.7126369916377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singapore,SGP,1987,7539.02930212443,NA,4141.47611940299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,SLB,1987,831.757589171578,NA,10.2490175062522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,SLE,1987,173.670776050688,NA,55.9454696591854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
El Salvador,SLV,1987,781.059082548386,NA,244.572249034749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,1987,147.151348306562,NA,10.9386823731948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub-Saharan Africa (excluding high income),SSA,1987,629.058698837208,50.8593482971191,22.0322107820347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub-Saharan Africa,SSF,1987,629.49575587914,50.8647918701172,22.0349584449839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Small states,SST,1987,2368.93422353232,76.6623992919922,9.45609435946387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,SUR,1987,2571.92871033522,NA,2.44254487179487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,SWE,1987,21614.1295582712,NA,20.4654774089779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eswatini,SWZ,1987,780.270626851931,NA,43.5251162790698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,SYC,1987,3638.98801125089,84.2292175292969,148.910869565217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syrian Arab Republic,SYR,1987,999.591906745427,NA,61.8176733050386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad,TCD,1987,214.938063213343,NA,4.29863961245235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (IDA & IBRD countries),TEA,1987,341.657659877902,74.5500335693359,95.3523116562384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,TGO,1987,359.79062078767,NA,63.8304651590366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,THA,1987,936.780302029165,NA,105.591968916988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,TKM,1987,684.220482824936,NA,7.2506990402826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latin America & the Caribbean (IDA & IBRD countries),TLA,1987,1888.31068129689,82.5936279296875,20.2109391607272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tonga,TON,1987,865.842531935605,NA,131.001388888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Asia (IDA & IBRD),TSA,1987,329.018438891321,43.2177085876465,221.808699055641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub-Saharan Africa (IDA & IBRD countries),TSS,1987,629.49575587914,50.8647918701172,22.0349584449839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,TTO,1987,4016.41950990194,NA,232.853996101365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,TUN,1987,1259.13565511809,NA,49.567044284243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkey,TUR,1987,1705.89458476977,NA,66.3967412912698,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,UGA,1987,401.563466295719,NA,78.138001101046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,UKR,1987,1249.44327760578,NA,88.5354276344179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper middle income,UMC,1987,1028.68942662848,76.8836135864258,33.747408371226,NA,59.6,NA,NA,NA,NA,NA,NA,NA,NA
Uruguay,URY,1987,2415.90371936346,NA,17.4241858073363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,1987,20038.9410992658,NA,26.4537676766794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
St. Vincent and the Grenadines,VCT,1987,1657.8914075445,NA,271.553846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Venezuela, RB",VEN,1987,2634.22068350481,NA,20.6708576611303,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA
Vietnam,VNM,1987,575.462700751475,NA,195.710995729516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanuatu,VUT,1987,961.457278887004,NA,11.1631665299426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
World,WLD,1987,3435.67850735288,71.678840637207,39.3748319870876,NA,55.3,NA,NA,NA,NA,NA,NA,NA,NA
Samoa,WSM,1987,694.026168058758,NA,56.8780918727915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,ZAF,1987,2582.4946714901,NA,28.2730275577245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,ZMB,1987,307.872632589342,NA,9.91785872825838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zimbabwe,ZWE,1987,707.575465747922,NA,24.6276412046013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruba,ABW,1988,9764.78997879329,NA,339.327777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1988,792.303120218644,NA,8.8778775968557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,1988,652.774321396566,NA,114.683795620438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,1988,14304.3569645785,NA,107.306382978723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arab World,ARB,1988,1472.85553683274,53.4374198913574,18.5920819450989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,1988,22295.1461115987,NA,22.9099690228105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argentina,ARG,1988,3985.19121035849,NA,11.5719898855917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,1988,6453.47700017448,NA,140.388636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,1988,14254.5575749384,NA,2.1519857334392,NA,NA,33025740.13,32205394.05,NA,NA,NA,NA,NA,NA
Austria,AUT,1988,17578.6189397397,NA,91.8541656575442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,1988,209.415063423685,NA,201.273286604361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,BEL,1988,16391.0938167111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,BEN,1988,346.736037681422,NA,41.4406881873005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,BFA,1988,313.061891095721,NA,30.5420504385965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,1988,270.69960091549,NA,754.29323192748,NA,79.5,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,BGR,1988,2511.39306259489,NA,81.1845430714996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahrain,BHR,1988,7958.74792458539,NA,674.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bahamas, The",BHS,1988,11387.709081798,NA,24.7203796203796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,BLZ,1988,1787.95138342857,NA,7.84866286716353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bermuda,BMU,1988,24253.1755188784,NA,1080.49998091768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bolivia,BOL,1988,698.692639903084,NA,6.07432105603249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,BRA,1988,2300.37684355265,NA,17.1841465924237,NA,35.8,NA,NA,NA,NA,NA,NA,NA,NA
Barbados,BRB,1988,5949.92585900328,NA,602.272093023256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,1988,11009.3024303312,NA,46.3764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhutan,BTN,1988,557.082531956928,NA,10.9055501851316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botswana,BWA,1988,2203.65763254255,NA,2.11752862915321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,1988,469.529341311756,33.6244201660156,4.3243330443995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,CAN,1988,18936.9641024997,NA,2.94624924809012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,CHE,1988,31743.6529122682,NA,166.798708869169,NA,NA,56371367.94,50711339.01,NA,NA,NA,NA,NA,NA
Chile,CHL,1988,2026.83854529303,NA,17.2792932382494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,1988,283.537695240524,NA,117.341357547999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,CIV,1988,924.326578664607,34.1392784118652,34.889144654088,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,CMR,1988,1128.01902823514,NA,23.4296333904508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",COD,1988,273.127844647379,NA,14.3110125493483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",COG,1988,991.517372369613,NA,6.53430453879941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colombia,COL,1988,1232.22623127556,NA,28.6818611987382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Comoros,COM,1988,918.902129047545,NA,208.47017048683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cabo Verde,CPV,1988,811.393356434613,NA,80.8302729528536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Costa Rica,CRI,1988,1558.50744762994,NA,57.9892087739914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caribbean small states,CSS,1988,2722.1349035381,NA,14.6478424107694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,CUB,1988,2640.92045416403,NA,96.8110893854749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,CYP,1988,7645.62976711711,NA,79.7049783549784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,DEU,1988,17931.282325738,NA,223.826709248704,NA,NA,250293231,323196113,NA,NA,NA,NA,NA,NA
Dominica,DMA,1988,2402.90675309058,NA,94.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,DNK,1988,22527.0467265631,NA,121.007690493041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,DOM,1988,783.035059006897,NA,142.070813496171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1988,2417.3766834056,NA,10.2628611855198,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific (excluding high income),EAP,1988,368.423987015379,79.2213973999023,97.5329381726134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Early-demographic dividend,EAR,1988,787.110948160512,57.1158409118652,58.457089753537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
East Asia & Pacific,EAS,1988,2462.09601957216,79.8681564331055,72.435494599396307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia (excluding high income),ECA,1988,2381.68721922121,95.2090606689453,16.7653413049213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe & Central Asia,ECS,1988,8617.55140479709,NA,30.4578896542415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ecuador,ECU,1988,1337.8894837854,NA,35.2390514376535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt, Arab Rep.",EGY,1988,655.06776872875,NA,53.6433231201969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euro area,EMU,1988,14833.1878828195,NA,116.617932112651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,ESP,1988,9703.123841794,NA,77.6208133109082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,1988,243.735868588398,NA,44.757203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
European Union,EUU,1988,12711.9565474961,NA,112.713725878493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
